condition,rep,signal,label,kill_log,f_S,f_Z_MK,f_R_curve,f_rho_env,f_E_ratio,f_G_spec,f_Q_spec,f_K_01,f_PE,f_med_first,f_med_last,f_peak_period,f_MAD_dx
null,22,individual_temperature,null,null (no test triggered),-0.000009,-0.758379,1.256774,-0.002837,0.949229,0.001955,55.586207,0.996944,0.998864,0.007219,-0.042917,6.203474,0.945895
null,22,individual_fish_count,null,null (no test triggered),0.000000,-0.962004,1.538274,-0.001121,1.006526,0.001948,13.024390,0.997417,0.989031,0.000000,0.000000,18.726592,1.011736
null,22,individual_inter_event,null,null (no test triggered),0.000008,0.851944,1.252301,0.002578,1.065342,0.001385,21.597701,0.998212,0.998979,0.002655,-0.077240,2.660990,0.969115
null,22,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,1.409827,3.320205,0.000516,1.015921,0.001577,15.656250,0.997371,0.567614,0.000000,0.000000,6.653360,1.000000
null,22,individual_dissolved_oxygen,null,null (no test triggered),0.000002,0.178219,1.288989,-0.001799,0.977612,0.001723,4.048193,0.998423,0.998647,0.060060,-0.027632,29.761905,0.953508
null,22,composed,null,null (no test triggered),-0.000010,-0.786060,1.267227,-0.000960,0.982750,0.002532,526.875000,0.996981,0.998656,0.034423,-0.025305,2.372479,0.937828
null,22,standardized_sum,null,null (no test triggered),-0.000003,-0.228746,1.274894,0.000429,0.990084,0.002246,102.789474,0.996649,0.998847,0.013312,0.000193,5.120328,0.921244
null,23,individual_temperature,null,null (no test triggered),0.000016,1.360342,1.302463,-0.000790,0.975241,0.001838,61.978261,0.997214,0.999072,-0.056870,0.049796,3.507541,0.949232
null,23,individual_fish_count,null,null (no test triggered),0.000000,-1.666443,1.129157,-0.001220,0.990140,0.001749,39.538462,0.998497,0.988285,0.000000,0.000000,4.863813,1.011736
null,23,individual_inter_event,null,null (no test triggered),-0.000006,-0.677517,1.232076,-0.002397,1.005035,0.001812,72.622951,0.998843,0.998921,-0.033402,-0.059899,2.257336,0.981204
null,23,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,1.076803,3.298489,0.000210,1.030624,0.001573,40.755556,0.996682,0.568726,0.000000,0.000000,2.726281,1.000000
null,23,individual_dissolved_oxygen,null,null (no test triggered),-0.000012,-0.995941,1.314682,-0.001391,0.992378,0.001761,31.771930,0.997563,0.998728,0.007460,0.009958,5.521811,0.944933
null,23,composed,null,null (no test triggered),-0.000008,-0.628222,1.299703,-0.001259,0.988267,0.001726,25.666667,0.998291,0.998821,-0.029863,0.046869,5.194805,0.952431
null,23,standardized_sum,null,null (no test triggered),0.000004,0.348760,1.276214,-0.000623,1.006087,0.001762,71.200000,0.997941,0.998992,0.012954,0.038406,2.160761,0.935102
null,24,individual_temperature,null,null (no test triggered),-0.000012,-1.024096,1.297526,-0.000385,0.999981,0.001979,104.769231,0.998455,0.998727,0.063293,-0.092330,2.447381,0.954467
null,24,individual_fish_count,null,null (no test triggered),0.000000,-0.270931,1.167880,-0.001870,0.979880,0.001804,42.941176,0.998922,0.988804,0.000000,0.000000,3.424658,1.011736
null,24,individual_inter_event,null,null (no test triggered),0.000003,0.309039,1.246799,0.000695,1.016339,0.002089,25.571429,0.998905,0.998860,-0.062047,0.042148,18.621974,0.943775
null,24,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.026259,3.255352,-0.000967,0.968595,0.001698,39.872727,0.997751,0.571484,0.000000,0.000000,4.559964,1.000000
null,24,individual_dissolved_oxygen,null,null (no test triggered),0.000002,0.224480,1.285475,-0.002783,0.963534,0.001622,28.244186,0.997863,0.999102,-0.000427,-0.063873,4.116921,0.973477
null,24,composed,null,null (no test triggered),-0.000010,-0.849764,1.343163,-0.000395,0.970757,0.001790,20.036364,0.998239,0.998735,0.013531,-0.037733,9.074410,0.933394
null,24,standardized_sum,null,null (no test triggered),-0.000011,-0.925412,1.311278,0.000020,0.980827,0.001630,8.105263,0.998337,0.998842,0.079409,-0.026428,12.987013,0.929141
null,25,individual_temperature,null,null (no test triggered),0.000002,0.176228,1.296574,-0.000649,0.998148,0.001662,49.767442,0.998421,0.998621,-0.050768,-0.000314,2.336449,0.951144
null,25,individual_fish_count,null,null (no test triggered),0.000000,-0.985324,1.519065,-0.000125,1.008275,0.001791,87.875000,0.998317,0.988421,0.000000,0.000000,2.370792,1.011736
null,25,individual_inter_event,null,null (no test triggered),0.000010,1.226109,1.354947,-0.000130,0.963063,0.001828,36.790698,0.998825,0.999002,-0.049074,0.019965,6.321113,0.980035
null,25,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.542905,3.403734,0.000456,1.015815,0.001704,40.585366,0.998218,0.563701,0.000000,0.000000,3.004808,1.000000
null,25,individual_dissolved_oxygen,null,null (no test triggered),-0.000007,-0.588881,1.312193,-0.000735,0.989127,0.001862,51.136364,0.998020,0.998804,0.030665,-0.011923,4.444444,0.950462
null,25,composed,null,null (no test triggered),-0.000009,-0.809854,1.315548,-0.002223,0.970427,0.002089,34.405405,0.998719,0.998523,-0.060086,-0.037078,7.855460,0.948197
null,25,standardized_sum,null,null (no test triggered),-0.000020,-1.758586,1.318869,-0.000963,0.987090,0.001763,53.436364,0.997797,0.998877,0.016275,-0.077119,3.402518,0.956620
null,26,individual_temperature,null,null (no test triggered),0.000028,2.347183,1.265815,-0.000973,0.979959,0.001934,43.545455,0.997345,0.998668,-0.061738,-0.030019,5.219207,0.942818
null,26,individual_fish_count,null,null (no test triggered),0.000000,-0.165421,1.094387,-0.002264,0.957486,0.001871,99.163265,0.998268,0.987203,0.000000,0.000000,2.058037,1.011736
null,26,individual_inter_event,null,null (no test triggered),-0.000006,-0.657420,1.218160,0.004677,1.145027,0.001519,9.336449,0.996564,0.998542,0.093924,-0.066039,10.010010,0.964379
null,26,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.539302,3.270112,0.000000,1.007244,0.001450,13.285714,0.998650,0.570461,0.000000,0.000000,6.325111,1.000000
null,26,individual_dissolved_oxygen,null,null (no test triggered),0.000010,0.866258,1.284961,0.001203,1.013505,0.002205,167.952381,0.998260,0.999047,0.018964,0.043129,2.835271,0.954403
null,26,composed,null,null (no test triggered),0.000017,1.481873,1.261221,-0.000511,0.989031,0.001823,38.320000,0.996541,0.998957,-0.025077,0.011765,5.219207,0.974506
null,26,standardized_sum,null,null (no test triggered),0.000023,1.957281,1.308766,0.002329,1.043776,0.001605,21.288889,0.998166,0.998939,-0.081514,0.040657,5.219207,0.954875
null,27,individual_temperature,null,null (no test triggered),0.000013,0.978878,1.311888,0.001065,1.016799,0.001595,47.097826,0.997114,0.998924,-0.092539,0.011328,2.307870,0.943092
null,27,individual_fish_count,null,null (no test triggered),0.000000,0.948732,1.579673,0.000879,1.015356,0.001957,29.634146,0.996600,0.988101,0.000000,0.000000,8.230453,1.011736
null,27,individual_inter_event,null,null (no test triggered),-0.000010,-1.074623,1.229549,-0.000958,0.996084,0.001524,8.957265,0.997941,0.998732,0.010329,0.018108,9.541985,0.970236
null,27,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.285624,3.324518,-0.000427,1.005750,0.001801,50.645833,0.998387,0.570284,0.000000,0.000000,4.113534,1.000000
null,27,individual_dissolved_oxygen,null,null (no test triggered),-0.000001,-0.098589,1.311949,-0.001121,0.964802,0.001825,12.796296,0.998063,0.998716,-0.055928,0.052624,14.471780,0.940800
null,27,composed,null,null (no test triggered),0.000011,0.885787,1.331402,0.000775,0.991044,0.002333,171.000000,0.998047,0.998873,-0.035698,0.044360,2.784740,0.931444
null,27,standardized_sum,null,null (no test triggered),0.000011,0.970346,1.330118,-0.001185,0.999522,0.001835,10.476190,0.998758,0.998832,-0.014134,0.064864,22.727273,0.934390
null,28,individual_temperature,null,null (no test triggered),-0.000010,-0.877445,1.296796,0.000443,1.003286,0.002027,98.620690,0.996345,0.999016,-0.029489,-0.051128,3.496503,0.950315
null,28,individual_fish_count,null,null (no test triggered),0.000000,-0.328947,1.497517,-0.000385,0.996036,0.001874,62.851064,0.998353,0.990003,0.000000,0.000000,3.385240,1.011736
null,28,individual_inter_event,null,null (no test triggered),-0.000009,-1.058128,1.258812,-0.000220,0.989222,0.001751,30.158730,0.998891,0.998466,0.024579,0.067105,5.263158,0.977810
null,28,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.377673,3.422785,0.002143,1.025657,0.001630,54.445946,0.998353,0.556766,0.000000,0.000000,2.482005,1.000000
null,28,individual_dissolved_oxygen,null,null (no test triggered),0.000012,1.010161,1.248261,0.001935,1.031155,0.001685,14.413333,0.998803,0.998552,-0.012999,0.025935,9.250694,0.944547
null,28,composed,null,null (no test triggered),-0.000008,-0.670881,1.257145,0.003292,1.064249,0.001606,43.858824,0.996961,0.998573,-0.038678,0.008192,2.682403,0.986321
null,28,standardized_sum,null,null (no test triggered),0.000004,0.387626,1.289656,0.002176,1.031862,0.001784,63.964286,0.997137,0.998789,-0.039218,-0.037161,2.791736,0.947884
null,29,individual_temperature,null,null (no test triggered),-0.000002,-0.138973,1.331852,-0.001518,0.982086,0.002303,159.454545,0.998884,0.999049,0.056237,0.024153,2.850627,0.964717
null,29,individual_fish_count,null,null (no test triggered),0.000000,0.368003,1.504463,-0.000889,0.984639,0.001533,44.927928,0.997904,0.988715,0.000000,0.000000,2.005214,1.011736
null,29,individual_inter_event,null,null (no test triggered),-0.000009,-0.930341,1.450252,-0.000228,0.976696,0.001907,27.625000,0.998036,0.998477,-0.032939,-0.083348,11.312217,0.966180
null,29,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.536932,3.289663,0.000626,1.000000,0.001597,4.009346,0.997556,0.571829,0.000000,0.000000,23.310023,1.000000
null,29,individual_dissolved_oxygen,null,null (no test triggered),-0.000005,-0.471143,1.270858,0.001046,1.010866,0.001435,23.862595,0.997660,0.998887,0.018040,-0.004774,3.198976,0.960486
null,29,composed,null,null (no test triggered),-0.000007,-0.573240,1.274304,-0.001420,0.989582,0.001850,71.125000,0.998355,0.998872,0.002078,-0.006237,2.929115,0.972599
null,29,standardized_sum,null,null (no test triggered),0.000004,0.387342,1.309340,0.000619,1.032891,0.001508,14.072072,0.998110,0.998362,0.066592,0.026022,6.402049,0.969421
null,30,individual_temperature,null,null (no test triggered),-0.000009,-0.774495,1.296412,0.001881,1.030540,0.002262,195.000000,0.997836,0.998610,0.008919,-0.033817,2.849003,0.961675
null,30,individual_fish_count,null,null (no test triggered),0.000000,-1.753183,1.607925,-0.000163,1.001531,0.002382,40.733333,0.998177,0.989744,0.000000,0.000000,16.366612,1.011736
null,30,individual_inter_event,null,null (no test triggered),0.000002,0.249317,1.335083,-0.002480,0.949584,0.001681,5.308642,0.998374,0.999056,-0.000012,0.029881,23.255814,0.945668
null,30,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.178503,3.288196,0.002449,1.053381,0.001816,71.151515,0.997752,0.573042,0.000000,0.000000,2.129472,1.000000
null,30,individual_dissolved_oxygen,null,null (no test triggered),0.000000,0.005309,1.292415,-0.000423,1.002018,0.002333,350.800000,0.997291,0.998794,0.015277,-0.021413,2.850627,0.937097
null,30,composed,null,null (no test triggered),-0.000020,-1.763231,1.318058,0.000948,1.011049,0.001733,56.580645,0.997349,0.998791,0.052304,-0.028721,2.850627,0.971728
null,30,standardized_sum,null,null (no test triggered),-0.000019,-1.607290,1.347313,-0.001204,1.013147,0.001557,30.611650,0.998253,0.998891,0.088462,-0.047936,3.171583,0.943390
null,31,individual_temperature,null,null (no test triggered),0.000004,0.353215,1.279718,-0.001217,1.002712,0.001699,20.565217,0.998416,0.999193,0.076854,0.001363,7.047216,0.977075
null,31,individual_fish_count,null,null (no test triggered),0.000000,0.597318,1.101972,0.000016,1.015955,0.001847,37.065217,0.996616,0.987988,0.000000,0.000000,5.865103,1.011736
null,31,individual_inter_event,null,null (no test triggered),-0.000008,-0.873842,1.222945,0.001830,1.009171,0.001800,55.107143,0.998571,0.998917,-0.038145,-0.007404,3.240441,0.964714
null,31,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.521860,3.400300,-0.000000,0.984809,0.001748,35.306667,0.996523,0.561979,0.000000,0.000000,3.776435,1.000000
null,31,individual_dissolved_oxygen,null,null (no test triggered),0.000017,1.492111,1.306955,-0.000402,0.992788,0.002115,144.333333,0.996313,0.998687,-0.038591,0.001920,2.566076,0.969733
null,31,composed,null,null (no test triggered),0.000009,0.759896,1.270355,0.000704,1.023110,0.002159,63.148148,0.997900,0.998655,0.045283,-0.024329,5.865103,0.963706
null,31,standardized_sum,null,null (no test triggered),0.000007,0.649362,1.289753,0.000310,0.998821,0.001850,130.631579,0.997994,0.998534,0.018617,-0.021543,2.014504,0.968599
null,32,individual_temperature,null,null (no test triggered),0.000014,1.238338,1.330066,-0.001414,0.977934,0.001594,51.526882,0.998929,0.998870,-0.029563,-0.077476,2.086811,0.947979
null,32,individual_fish_count,null,null (no test triggered),0.000000,0.862277,1.594756,0.000758,1.014991,0.001617,10.308642,0.996850,0.988415,0.000000,0.000000,11.976048,1.011736
null,32,individual_inter_event,null,null (no test triggered),-0.000015,-1.604256,1.310277,0.001521,1.041737,0.002118,77.724138,0.997646,0.998768,-0.001047,0.051007,4.436557,0.951908
null,32,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.002180,3.359516,0.001541,1.025109,0.002163,133.360000,0.998543,0.565375,0.000000,0.000000,2.999400,1.000000
null,32,individual_dissolved_oxygen,null,null (no test triggered),0.000022,1.835372,1.252189,0.000942,1.002049,0.002048,132.363636,0.997987,0.998466,-0.036270,0.027742,3.434066,0.944221
null,32,composed,null,null (no test triggered),0.000021,1.740669,1.284122,0.001021,0.997856,0.001708,65.000000,0.998009,0.998780,0.017882,-0.012937,2.442002,0.950490
null,32,standardized_sum,null,null (no test triggered),0.000023,1.976620,1.288921,0.003347,1.034497,0.001691,23.906667,0.997813,0.998582,-0.003675,-0.006321,5.577245,0.966322
null,33,individual_temperature,null,null (no test triggered),0.000013,1.110456,1.298472,0.000635,1.002380,0.002004,176.423077,0.998289,0.998973,0.065002,-0.023459,2.180074,0.947156
null,33,individual_fish_count,null,null (no test triggered),0.000000,0.374450,1.593382,0.001007,1.008593,0.001523,38.614035,0.998157,0.989289,0.000000,0.000000,2.271695,1.011736
null,33,individual_inter_event,null,null (no test triggered),0.000009,0.969398,1.240401,-0.000677,1.006171,0.001467,28.833333,0.997479,0.998874,-0.083198,0.049431,2.752546,0.977306
null,33,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.245620,3.320206,-0.002001,0.972011,0.001747,67.876712,0.998534,0.567023,0.000000,0.000000,2.018163,1.000000
null,33,individual_dissolved_oxygen,null,null (no test triggered),0.000020,1.585107,1.264442,0.000029,1.005874,0.001622,9.189474,0.997883,0.998648,-0.037891,0.026165,11.454754,0.966677
null,33,composed,null,null (no test triggered),0.000025,2.120238,1.348426,0.000615,1.017173,0.001584,21.205882,0.998045,0.998830,0.015424,0.030939,4.623209,0.947790
null,33,standardized_sum,null,null (no test triggered),0.000010,0.869956,1.315244,0.000457,1.023288,0.001765,26.327586,0.998722,0.999025,-0.000781,-0.038464,6.548788,0.959683
null,34,individual_temperature,null,null (no test triggered),-0.000029,-2.536873,1.263104,0.001080,1.029629,0.001776,1.283019,0.998555,0.998698,0.014860,-0.014359,147.058824,0.956550
null,34,individual_fish_count,null,null (no test triggered),0.000000,0.182011,1.113109,-0.000309,0.994959,0.001502,26.297521,0.997467,0.987004,0.000000,0.000000,3.142678,1.011736
null,34,individual_inter_event,null,null (no test triggered),0.000002,0.169403,1.282555,0.000402,1.027318,0.001720,53.101266,0.998696,0.998257,-0.004754,0.092407,2.383790,0.953277
null,34,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,-0.096504,3.273159,0.002538,1.050222,0.001614,31.414634,0.998210,0.572475,0.000000,0.000000,3.881988,1.000000
null,34,individual_dissolved_oxygen,null,null (no test triggered),-0.000008,-0.740652,1.248595,0.000044,1.001950,0.001449,27.679389,0.998658,0.998884,0.015562,-0.058081,2.757860,0.935332
null,34,composed,null,null (no test triggered),-0.000017,-1.497704,1.294871,0.001086,1.021337,0.002054,39.833333,0.999048,0.998633,0.023440,0.008335,10.460251,0.969523
null,34,standardized_sum,null,null (no test triggered),-0.000014,-1.205443,1.268784,0.002085,1.039225,0.001555,54.337079,0.998468,0.998688,-0.032133,-0.018126,2.067825,0.950002
null,35,individual_temperature,null,null (no test triggered),0.000017,1.438455,1.296430,-0.000186,0.992979,0.001640,43.204819,0.996487,0.998819,-0.027660,-0.034617,2.788622,0.960295
null,35,individual_fish_count,null,null (no test triggered),0.000000,0.801133,1.125527,0.001261,1.029891,0.001671,4.023529,0.998179,0.987747,0.000000,0.000000,29.239766,1.011736
null,35,individual_inter_event,null,null (no test triggered),0.000002,0.157553,1.222344,0.002457,1.045211,0.001742,24.634921,0.997669,0.998830,0.005401,-0.000292,6.443299,0.971482
null,35,individual_turbidity,aperiodic,aperiodic→K01+PE,0.000000,0.229884,3.369487,-0.001577,0.969893,0.001866,80.000000,0.997022,0.564738,0.000000,0.000000,2.314815,1.000000
null,35,individual_dissolved_oxygen,null,null (no test triggered),-0.000001,-0.054129,1.297184,0.000271,0.992031,0.002129,3.645161,0.997087,0.998632,-0.017460,0.023072,88.495575,0.952881
null,35,composed,null,null (no test triggered),0.000021,1.696683,1.291437,0.001625,1.010986,0.001768,51.447761,0.998774,0.998724,-0.015801,-0.006849,2.901073,0.945646
